Crit0,Crit1,Crit2,end
337224,-382908,2407,end
337318,-382936,2407,end
337812,-383036,2406,end
337906,-383064,2406,end
338423,-382981,2403,end
338517,-383009,2403,end
337932,-383249,2404,end
338543,-383194,2401,end
338338,-382854,2402,end
338855,-382771,2399,end
338949,-382799,2399,end
333636,-380716,2408,end
335147,-381919,2410,end
334054,-381581,2410,end
335241,-381947,2410,end
336411,-382242,2407,end
332693,-379116,2389,end
333412,-379982,2402,end
333724,-380757,2408,end
333770,-380873,2408,end
335287,-380250,2396,end
334142,-381622,2410,end
334188,-381738,2410,end
335329,-381988,2410,end
333726,-379223,2388,end
334445,-380089,2401,end
336320,-380357,2395,end
334757,-380864,2407,end
334803,-380980,2407,end
335850,-381202,2407,end
335944,-381230,2407,end
336526,-381397,2405,end
336620,-381425,2405,end
337114,-381525,2404,end
337208,-381553,2404,end
339239,-382911,2395,end
339333,-382939,2395,end
335417,-382032,2409,end
336026,-381411,2407,end
336120,-381439,2407,end
336702,-381606,2405,end
336796,-381634,2405,end
337290,-381734,2404,end
337384,-381762,2404,end
339415,-383120,2395,end
339509,-383148,2395,end
337901,-381679,2401,end
340026,-383065,2392,end
337995,-381707,2401,end
340120,-383093,2392,end
337393,-381686,2402,end
337487,-381714,2402,end
339518,-383072,2393,end
339612,-383100,2393,end
335175,-381729,2409,end
335221,-381845,2409,end
335268,-381955,2409,end
336268,-382067,2409,end
336362,-382095,2409,end
336944,-382262,2407,end
337038,-382290,2407,end
337532,-382390,2406,end
337626,-382418,2406,end
338143,-382335,2403,end
338237,-382363,2403,end
339069,-383648,2398,end
339163,-383676,2398,end
339378,-383708,2396,end
339472,-383736,2396,end
339657,-383776,2397,end
339751,-383804,2397,end
340268,-383721,2394,end
340362,-383749,2394,end
332011,-379285,2395,end
332187,-379494,2395,end
333021,-379321,2394,end
333197,-379530,2394,end
333740,-380187,2407,end
333916,-380396,2407,end
335536,-380970,2405,end
342228,-384515,2380,end
342839,-384460,2377,end
